"","HOUSEID","TRAVDAY","HOMEOWN","HHSIZE","HHVEHCNT","HHFAMINC","DRVRCNT","HHSTATE","HHSTFIPS","NUMADLT","WRKCOUNT","TDAYDATE","HHRESP","LIF_CYC","MSACAT","MSASIZE","RAIL","URBAN","URBANSIZE","URBRUR","CENSUS_D","CENSUS_R","CDIVMSAR","HH_RACE","HH_HISP","HH_CBSA","HBHTNRNT","HBPPOPDN","HBRESDN","HTEEMPDN","HTHTNRNT","HTPPOPDN","HTRESDN","SMPLSRCE","PERSONID","R_AGE","EDUC","R_HISP","R_RELAT","R_SEX","R_RACE","PRMACT","PAYPROF","GT1JBLWK","WRK_HOME","WKFTPT","WRKTRANS","LSTTRDAY17","OCCAT","SCHTYP","NWALKTRP","WALK4EX","NBIKETRP","BIKE4EX","BIKESHARE","PTUSED","MCUSED","CARSHARE","RIDESHARE","CARRODE","TIMETOWK","NOCONG","PUBTIME","WRKTIME","WKRMHM","FLEXTIME","WKFMHMXX","SCHTRN1","SCHTRN2","DELIVER","MEDCOND","MEDCOND6","HEALTH","PHYACT","VPACT","LPACT","BORNINUS","YRTOUS","YEARMILE","PROXY","WHOPROXY","USEPUBTR","SAMEPLC","W_NONE","W_CANE","W_WLKR","W_WHCANE","W_DOG","W_CRUTCH","W_SCOOTR","W_CHAIR","W_MTRCHR","WORKER","DIARY","OUTCNTRY","FRSTHM17","CNTTDTR","GCDWORK","WKSTFIPS","DRIVER","OUTOFTWN","DISTTOWK17","DISTTOSC17","ALT_16","ALT_23","ALT_45","WALK_DEF","WALK_GKQ","BIKE_DFR","BIKE_GKP","CONDTRAV","CONDRIDE","CONDNIGH","CONDRIVE","CONDPUB","CONDSPEC","CONDTAX","WTPERFIN","SAMPSTRAT","PC","SPHONE","TAB","WALK","BIKE","CAR","TAXI","BUS","TRAIN","PARA","PRICE","PLACE","WALK2SAVE","BIKE2SAVE","PTRANS","HHRELATD","CNTTDHH","YOUNGCHILD","SCRESP","RESP_CNT","WEBUSE17","WTHHFIN","NCHILD0TO5","NCHILD6TO17","UNIQUEID","NTOUR","HBSimple","HBOnly","HBandWB","MODEALLTRANSIT","MODEMIXED","MODENOTRANSIT","WORKACTDUR","WORKTRAVELDUR","WORKACTTRAVELDUR","TRANSITACTDUR","TRANSITTRAVELDUR","TRANSITACTTRAVELDUR","NONTRANSITACTDUR","NONTRANSITTRAVELDUR","NONTRANSITACTTRAVELDUR","NONWORKACTDUR","MALE","HISPANIC","MULTIJOB","FULLTIME","FLEXIBLE","LOWINCOME","MIDINCOME","HIGHINCOME","MSA1MILWITHRAIL","MSA1MILWITHOUTRAIL","MSALESS1MIL","NOTMSA","PCHILD0TO5","PCHILD6TO17","NONWORKTRAVELDUR","NONWORKACTTRAVELDUR","OTHER"
"32",30011768,6,2,1,0,2,0,"IA",19,1,1,201608,1,1,3,1,2,1,1,1,4,2,43,1,2,"XXXXX",60,3000,1500,1500,30,3000,1500,2,1,74,3,2,1,2,1,1,-1,2,2,2,11,-1,1,-1,5,2,0,-1,-1,15,-1,0,0,-9,45,-1,10,"07:00 AM",2,1,-1,-1,-1,0,1,2,2,3,3,-1,1,-1,-1,1,1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,3.53999999999996,19,2,2,5.20999999999981,-9,4,4,4,-1,3,-1,-1,1,1,2,2,2,2,2,31.552195523149,3,5,5,5,1,5,5,5,1,5,5,5,4,1,5,1,2,3,0,1,1,5,44.9267117751945,0,0,"30011768_1",1,0,1,0,0,1,0,330,45,375,0,0,0,60,15,75,60,0,0,0,0,1,1,0,0,0,0,1,0,0,0,15,75,0
"33",30011777,3,2,1,0,7,1,"IL",17,1,1,201608,1,1,1,5,1,1,5,1,3,2,31,1,2,"16980",-9,50,50,5000,60,30000,30000,1,1,30,4,2,1,1,1,1,-1,2,2,1,16,-1,4,-1,21,0,1,0,0,30,-1,0,15,-9,30,-1,15,"09:00 AM",2,2,-1,-1,-1,5,2,-1,2,3,4,-1,1,-1,200,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,4,3.7299999999999,17,1,2,4.5,-9,4,4,4,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,7105.38116528301,1,1,1,1,1,3,5,2,1,1,5,4,3,2,2,1,2,4,0,1,1,1,5699.92990472387,0,0,"30011777_1",2,1,0,0,1,0,0,520,30,550,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
"35",30012285,4,2,1,0,7,0,"NY",36,1,1,201607,1,1,1,5,1,1,5,1,2,1,21,1,2,"35620",60,30000,30000,5000,60,30000,30000,2,1,48,5,2,1,1,1,1,-1,2,2,1,16,-1,4,-1,42,9,0,-1,-1,24,-1,0,0,-9,35,-1,1,"08:55 AM",2,2,-1,-1,-1,1,2,-1,2,2,-1,7,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,5,5.40999999999985,36,2,2,6.13999999999987,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1220.54431658638,1,1,1,4,1,5,4,4,4,1,5,5,3,2,3,1,2,5,0,1,1,1,1070.81349677456,0,0,"30012285_1",1,0,0,1,1,0,0,605,35,640,0,0,0,25,5,30,25,1,0,0,1,0,0,1,0,1,0,0,0,0,0,5,30,0
"36",30012467,6,1,4,3,7,3,"TX",48,3,2,201609,3,6,2,5,2,1,4,1,7,3,72,3,2,"19100",20,7000,3000,1500,20,3000,750,2,1,43,4,2,1,2,3,1,-1,2,2,1,16,-1,2,-1,10,0,0,-1,-1,22,-1,0,0,-9,45,-1,3,"08:00 AM",2,2,-1,-1,-1,2,2,-1,2,2,-1,2,2,2004,12000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,5,15.04,48,1,2,20.4799999999996,-9,4,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,197.777680948289,2,2,1,2,1,5,1,5,5,2,5,4,4,2,5,1,1,17,0,1,4,1,212.783630007272,0,1,"30012467_1",2,0,1,0,0,1,0,550,45,595,10,49,59,0,0,0,10,0,0,0,1,0,0,1,0,0,1,0,0,0,1,49,59,1
"37",30012877,4,2,5,1,5,2,"AZ",4,2,2,201608,1,4,2,5,2,1,4,1,8,4,82,2,2,"38060",80,17000,7000,5000,70,17000,7000,2,1,37,4,2,1,2,2,1,-1,2,2,1,16,-1,4,-1,0,-1,0,-1,-1,1,-1,0,0,-9,45,-1,50,"07:20 AM",2,2,-1,-1,-1,0,2,-1,2,1,-1,-1,1,-1,-88,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,13.4599999999996,4,1,2,17.3499999999995,-9,1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5652.51651336562,2,1,1,5,4,5,1,5,4,2,4,1,1,2,5,3,1,3,3,1,5,1,6012.17271578088,0,0,"30012877_1",1,1,0,0,0,1,0,550,45,595,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"38",30013439,4,2,5,6,5,5,"CA",6,5,4,201609,1,8,1,5,1,1,3,1,9,4,91,3,2,"41860",40,7000,3000,3000,30,7000,3000,2,1,54,5,2,1,2,3,1,-1,1,2,1,15,-1,4,-1,20,4,0,-1,-1,16,-1,0,0,-9,75,-1,30,"07:15 AM",2,2,-1,-1,-1,0,2,-1,1,2,-1,2,2,2002,50000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,6,20.8999999999996,6,1,2,29.1399999999994,-9,1,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1507.71671431302,1,1,1,5,2,5,1,5,2,2,5,1,1,1,5,1,1,22,0,1,5,1,1620.73531431426,0,0,"30013439_1",1,0,1,0,0,1,0,582,75,657,13,140,153,8,12,20,21,0,0,1,1,0,0,1,0,1,0,0,0,0,0,152,173,0
"39",30013798,3,1,4,2,11,2,"NY",36,2,2,201605,1,4,1,5,1,1,5,1,2,1,21,1,2,"35620",20,17000,7000,5000,5,17000,7000,2,1,39,5,2,1,1,1,1,-1,2,2,1,11,-1,4,-1,12,0,0,-1,-1,20,-1,0,0,-9,90,-1,15,"06:30 AM",2,1,-1,-1,-1,0,2,-1,1,2,-1,1,1,-1,8000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,16.3599999999997,36,1,2,27.5999999999995,-9,1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1109.68969117953,1,1,1,1,2,3,1,5,1,1,5,2,1,4,4,4,1,6,1,1,4,1,807.93485069895,0,1,"30013798_1",1,1,0,0,1,0,0,570,90,660,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0
"40",30014954,3,1,2,3,4,1,"WI",55,2,1,201610,1,2,2,4,2,1,4,1,3,2,32,1,1,"33340",50,17000,7000,5000,70,17000,7000,2,1,62,1,1,1,2,1,1,-1,2,2,1,11,-1,3,-1,3,0,0,-1,-1,20,-1,0,0,-9,28,-1,0,"09:47 AM",2,2,-1,-1,-1,0,2,-1,3,2,-1,5,2,1972,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,6.31999999999994,55,2,2,6.54999999999995,-9,4,4,4,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,873.018950071509,2,-9,1,-9,2,5,5,5,2,5,5,2,-9,-9,-9,-9,1,8,0,1,2,1,747.989764068881,0,0,"30014954_1",1,1,0,0,1,0,0,523,28,551,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"41",30015089,3,2,2,0,9,2,"NY",36,2,2,201607,1,2,1,5,1,1,5,1,2,1,21,1,2,"35620",90,30000,30000,5000,90,30000,30000,2,2,30,5,2,2,1,1,1,-1,2,2,1,16,-1,4,-1,16,2,0,-1,-1,5,-1,0,3,-9,45,-1,5,"09:00 AM",2,2,-1,-1,-1,5,2,-1,3,2,-1,5,1,-1,1300,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,4,3.25,36,1,2,5.91999999999985,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4713.6578933652,1,1,1,1,1,5,4,2,4,1,5,4,4,2,5,1,1,4,0,1,2,1,3834.29206255247,0,0,"30015089_2",1,0,0,1,1,0,0,567,45,612,0,0,0,15,10,25,15,1,0,0,1,0,0,0,1,1,0,0,0,0,0,10,25,0
"42",30015233,2,1,3,1,7,1,"TX",48,3,3,201608,3,2,2,5,2,1,4,1,7,3,72,1,2,"26420",20,7000,1500,5000,80,7000,7000,2,2,42,2,1,2,1,1,1,-1,2,2,2,11,-1,1,-1,7,5,0,-1,-1,20,-1,0,0,-9,60,-1,10,"05:00 PM",2,2,-1,-1,-1,3,2,-1,3,2,-1,6,2,2002,-1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,6.15999999999985,48,2,2,9.30999999999995,-9,4,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,631.380326924887,2,1,1,1,3,5,1,4,5,5,5,3,4,2,5,5,1,8,0,1,3,1,466.205531522843,0,0,"30015233_2",1,1,0,0,1,0,0,360,60,420,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"43",30015233,2,1,3,1,7,1,"TX",48,3,3,201608,3,2,2,5,2,1,4,1,7,3,72,1,2,"26420",20,7000,1500,5000,80,7000,7000,2,3,23,2,1,7,1,1,1,-1,2,2,1,11,-1,1,-1,2,0,0,-1,-1,25,-1,0,0,-9,60,-1,15,"07:30 AM",2,2,-1,-1,-1,0,2,-1,1,1,-1,-1,2,2015,-1,1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,6.41999999999985,48,2,2,9.72999999999956,-9,4,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,907.857271246525,2,1,1,1,3,5,1,4,5,5,5,3,4,2,5,5,1,8,0,1,3,1,466.205531522843,0,0,"30015233_3",1,1,0,0,1,0,0,900,60,960,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"44",30015416,3,2,2,1,3,1,"NY",36,2,1,201606,1,2,1,5,1,1,5,1,2,1,21,97,2,"35620",60,17000,7000,5000,30,17000,7000,2,1,59,3,2,1,1,97,1,-1,2,2,1,16,-1,4,-1,1,1,0,-1,-1,5,-1,0,0,-9,45,-1,10,"05:45 AM",2,2,-1,-1,-1,0,2,-1,3,3,5,-1,2,1988,20012,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,6.94999999999982,36,1,2,8.4699999999998,-9,1,4,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,4335.97898273317,1,1,1,1,1,5,2,4,4,2,5,1,3,4,4,2,1,2,0,1,2,1,3832.13745879332,0,0,"30015416_1",1,1,0,0,1,0,0,540,45,585,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"45",30015935,6,2,3,2,11,2,"CA",6,2,2,201611,1,4,2,4,2,1,4,1,9,4,92,3,2,"40900",80,7000,7000,5000,90,7000,7000,2,1,31,5,2,1,1,3,1,-1,2,2,1,15,-1,4,-1,2,0,0,-1,-1,8,-1,0,9,-9,180,-1,5,"10:00 AM",1,1,4,-1,-1,3,2,-1,1,1,-1,-1,1,-1,10000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,83.2899999999972,6,1,2,113.91,-9,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,272.229288075766,2,1,1,4,2,5,1,2,5,3,5,5,3,5,5,5,1,2,1,1,3,1,237.435012439778,0,0,"30015935_1",1,1,0,0,0,1,0,410,180,590,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
"46",30015979,2,1,2,1,7,2,"NY",36,2,2,201609,1,2,3,2,2,1,1,1,2,1,23,6,2,"XXXXX",80,7000,7000,750,70,3000,1500,2,2,45,3,2,7,2,2,1,-1,2,2,1,11,-1,1,-1,7,0,1,1,0,28,-1,3,0,-9,180,-1,30,"01:00 PM",2,2,-1,-1,-1,0,2,-1,4,1,-1,-1,1,-1,-88,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,2.7299999999999,36,1,2,3.25999999999999,-9,3,1,4,4,4,5,1,-1,-1,-1,-1,-1,-1,-1,357.116868602986,3,2,5,5,3,4,1,4,5,5,5,2,2,3,3,5,2,13,0,1,2,1,279.591185714255,0,0,"30015979_2",1,0,1,0,0,1,0,670,180,850,170,60,230,0,0,0,170,0,0,0,1,0,0,1,0,0,0,1,0,0,0,60,230,0
"47",30016399,3,2,2,2,7,2,"MD",24,2,2,201611,1,2,1,4,1,1,5,1,5,3,51,1,2,"12580",5,7000,1500,3000,30,7000,3000,1,1,44,4,2,1,1,1,1,-1,2,2,1,11,-1,4,-1,12,1,0,-1,-1,19,-1,0,0,-9,70,-1,0,"06:20 AM",2,2,-1,-1,-1,5,2,-1,2,2,-1,10,1,-1,-88,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,3,23.4699999999993,11,1,2,31.8399999999992,-9,1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4725.16101110504,1,1,1,4,1,5,1,4,2,3,5,4,2,2,4,1,1,5,0,1,2,1,4159.98149054367,0,0,"30016399_1",1,0,1,0,0,1,0,542,70,612,6,72,78,0,0,0,6,1,0,0,1,0,0,1,0,1,0,0,0,0,0,72,78,0
"48",30016535,7,2,2,1,11,2,"CA",6,2,2,201609,1,2,1,5,1,1,5,1,9,4,91,1,2,"41860",50,17000,17000,5000,60,17000,17000,1,1,29,4,2,1,1,1,1,-1,2,2,1,13,-1,4,-1,5,2,0,-1,-1,4,-1,0,10,-9,35,-1,0,"08:30 AM",1,1,3,-1,-1,6,2,-1,1,3,4,-1,1,-1,1000,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,11.2599999999998,6,1,2,13.3399999999997,-9,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,876.409833788458,1,1,1,2,1,4,3,2,4,3,5,5,4,3,4,2,1,4,0,1,2,1,732.21216768696,0,0,"30016535_1",1,1,0,0,1,0,0,490,35,525,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"50",30017146,3,1,2,4,7,2,"TN",47,2,1,201607,1,2,2,4,2,1,4,1,6,3,62,1,2,"34980",40,7000,1500,750,70,1500,750,1,1,66,3,2,1,1,1,1,-1,2,2,1,11,-1,4,-1,7,5,0,-1,-1,25,-1,0,0,-9,40,-1,0,"07:15 AM",2,1,-1,-1,-1,2,2,-1,2,2,-1,5,1,-1,-88,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,8.17999999999984,47,1,2,10.8299999999999,-9,3,4,4,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2019.78679110293,2,2,5,5,1,5,1,5,1,4,5,2,-9,4,5,1,1,2,0,1,2,2,2516.69868132818,0,0,"30017146_1",1,1,0,0,1,0,0,500,40,540,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"51",30017269,6,1,3,2,11,3,"IL",17,3,3,201606,1,8,1,5,1,1,5,1,3,2,31,1,2,"16980",5,7000,1500,1500,5,7000,1500,1,2,61,5,2,2,1,1,1,-1,2,2,1,15,-1,4,-1,7,5,0,-1,-1,20,-1,0,0,-9,90,-1,0,"08:00 AM",2,1,-1,-1,-1,6,2,-1,2,3,6,-1,1,-1,1000,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,15.9199999999996,17,1,2,21.6299999999992,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5779.42470617205,1,1,1,5,1,5,1,4,5,4,5,4,3,5,5,5,1,6,0,1,3,1,5789.75545716729,0,0,"30017269_2",1,1,0,0,1,0,0,600,90,690,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"52",30017269,6,1,3,2,11,3,"IL",17,3,3,201606,1,8,1,5,1,1,5,1,3,2,31,1,2,"16980",5,7000,1500,1500,5,7000,1500,1,3,19,3,2,3,1,1,1,-1,2,2,1,15,-1,4,-1,7,0,0,-1,-1,20,-1,0,20,-9,75,-1,0,"08:30 AM",2,2,-1,-1,-1,1,2,-1,1,3,5,-1,1,-1,100,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,15.9199999999996,17,1,2,21.6299999999992,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9306.10779644918,1,1,1,5,1,5,1,4,5,4,5,4,3,5,5,5,1,6,0,1,3,1,5789.75545716729,0,0,"30017269_3",1,1,0,0,1,0,0,480,75,555,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"53",30017625,2,2,2,1,7,1,"CA",6,2,2,201608,1,2,1,5,1,1,5,1,9,4,91,1,2,"41860",30,17000,7000,5000,40,17000,7000,2,1,29,3,2,1,2,1,1,-1,2,2,1,16,-1,4,-1,7,0,0,-1,-1,20,-1,0,16,-9,45,-1,0,"08:15 AM",1,1,1,-1,-1,6,2,-1,1,3,5,-1,1,-1,15000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,8,6.25999999999999,6,1,2,8.33999999999969,-9,3,1,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1372.85815949454,1,1,1,3,1,4,3,2,4,1,5,4,1,2,3,1,2,12,0,1,2,1,1367.9892608757,0,0,"30017625_1",2,0,0,1,1,0,0,515,45,560,74,39,113,39,4,43,113,0,0,0,1,1,0,1,0,1,0,0,0,0,0,43,156,1
"54",30017625,2,2,2,1,7,1,"CA",6,2,2,201608,1,2,1,5,1,1,5,1,9,4,91,1,2,"41860",30,17000,7000,5000,40,17000,7000,2,2,27,3,2,7,2,1,1,-1,2,2,1,13,-1,4,-1,6,0,0,-1,-1,4,-1,0,9,-9,45,-1,0,"08:40 AM",1,1,3,-1,-1,3,2,-1,2,2,-1,2,2,2013,-1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,4,6.25999999999999,6,2,2,8.38999999999987,-9,4,4,4,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,1372.85815949454,1,1,1,3,1,4,3,2,4,1,5,4,1,2,3,1,2,12,0,1,2,1,1367.9892608757,0,0,"30017625_2",2,1,0,0,1,0,0,499,45,544,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
"55",30018449,4,1,2,3,10,2,"CA",6,2,1,201608,1,2,1,4,1,1,5,1,9,4,91,1,2,"41940",20,7000,3000,3000,20,7000,3000,1,2,54,3,2,2,1,97,2,1,2,2,1,13,-1,4,-1,20,0,15,0,0,0,-1,0,0,-9,45,-1,5,"08:00 AM",2,1,-1,-1,-1,1,2,-1,2,3,6,-1,1,-1,-88,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,7,7.62999999999988,6,1,2,11.0299999999997,-9,3,3,3,-1,2,-1,4,-1,-1,-1,-1,-1,-1,-1,257.880352188719,2,2,1,1,1,2,1,-9,-9,-9,-9,2,4,2,2,3,1,16,0,1,2,1,296.762698408832,0,0,"30018449_2",2,1,0,0,0,1,0,480,45,525,2,85,87,0,0,0,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,85,87,1
"56",30019213,2,1,3,3,5,3,"NE",31,3,2,201608,1,2,3,2,2,1,2,1,4,2,43,1,2,"XXXXX",30,7000,3000,3000,50,7000,1500,1,1,56,2,2,1,2,1,1,-1,2,2,1,11,-1,2,-1,6,0,0,-1,-1,13,-1,0,0,-9,40,-1,0,"06:50 AM",2,1,-1,-1,-1,0,2,-1,3,2,-1,3,1,-1,-88,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,2.63,31,1,2,3.38999999999999,-9,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2977.72340318396,3,1,3,5,2,5,1,5,2,5,5,2,2,4,4,1,1,20,0,1,3,1,3375.6103721952,0,0,"30019213_1",1,1,0,0,0,1,0,580,40,620,0,0,0,1,3,4,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,3,4,0
"57",30019843,3,2,1,0,6,1,"DC",11,1,1,201610,1,1,1,5,1,1,5,1,5,3,51,3,2,"47900",90,30000,30000,5000,60,30000,17000,1,1,45,5,2,1,1,3,1,-1,2,2,1,16,-1,4,-1,15,0,1,1,0,25,-1,0,4,-9,75,-1,10,"08:30 AM",1,1,3,-1,-1,10,2,-1,2,3,3,-1,1,-1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,9.00999999999976,51,1,2,12.8399999999997,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2035.00625258805,1,1,1,2,1,3,4,3,3,1,5,5,4,1,1,1,2,2,0,1,1,1,1815.98564550217,0,0,"30019843_1",1,1,0,0,1,0,0,540,75,615,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"58",30020453,2,1,2,1,3,1,"CA",6,2,2,201610,1,2,3,2,2,1,2,1,9,4,93,97,1,"XXXXX",80,17000,7000,3000,70,3000,1500,2,1,52,1,1,1,2,97,1,-1,1,2,1,11,-1,4,-1,7,0,0,-1,-1,22,-1,0,0,-9,40,-1,40,"06:25 AM",2,1,-1,-1,-1,0,2,-1,3,2,-1,5,2,1994,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,4,5.95999999999981,6,2,2,8.44999999999982,-9,4,4,4,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,771.953475253103,3,5,1,4,-9,-9,5,5,1,5,-9,1,1,1,2,1,1,8,0,1,2,1,722.83254061758,0,0,"30020453_1",2,1,0,0,1,0,1,715,40,755,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"59",30021471,2,1,1,1,11,1,"NY",36,1,1,201607,1,1,4,6,2,4,6,2,2,1,24,1,2,"XXXXX",40,50,50,25,30,50,50,2,1,55,3,2,1,1,1,1,-1,2,2,1,11,-1,4,-1,10,3,0,-1,-1,20,-1,0,0,-9,25,-1,5,"07:30 AM",1,1,4,-1,-1,3,2,-1,1,3,3,-1,2,1961,-88,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,3,114.419999999998,36,1,1,150.229999999996,-9,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,117.244035294777,4,1,2,5,1,4,3,4,2,2,5,4,3,4,3,3,2,3,0,1,1,1,124.884920537362,0,0,"30021471_1",1,0,1,0,1,0,0,555,25,580,0,0,0,95,5,100,95,1,0,0,1,1,0,0,1,0,0,0,1,0,0,5,100,0
"60",30021596,5,1,1,1,9,1,"CA",6,1,1,201609,1,1,1,5,1,1,5,1,9,4,91,1,2,"41860",70,30000,17000,5000,60,17000,7000,2,1,36,4,2,1,2,1,1,-1,2,2,1,11,-1,4,-1,4,0,0,-1,-1,15,-1,0,15,-9,30,-1,0,"10:15 AM",1,1,3,-1,-1,15,2,-1,2,2,-1,4,2,1995,-88,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,7,2.13999999999999,6,1,2,2.78999999999996,-9,3,4,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,223.109974208212,1,1,1,4,1,5,3,2,1,3,5,4,2,3,5,1,2,7,0,1,1,1,224.827461742054,0,0,"30021596_1",1,0,0,1,0,1,0,373,30,403,141,24,165,27,13,40,168,0,0,0,1,1,0,0,1,1,0,0,0,0,0,37,205,0
"61",30022665,3,1,3,3,9,3,"NY",36,3,3,201608,1,2,1,5,1,1,5,1,2,1,21,1,2,"35620",5,1500,300,750,20,1500,750,2,3,27,4,2,3,1,1,1,-1,2,2,2,15,-1,2,-1,2,2,0,-1,-1,20,-1,0,0,-9,120,-1,25,"09:30 AM",2,2,-1,-1,-1,0,2,-1,2,2,-1,2,1,-1,9000,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,33.8799999999992,36,1,2,39.119999999999,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46.7292862435095,1,1,1,5,2,4,1,5,5,5,5,3,3,4,4,4,1,12,0,1,3,1,37.1898406549087,0,0,"30022665_3",1,0,1,0,1,0,0,0,120,120,2,104,106,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,104,106,0
